0.966494	0
1.17903	1
1.21153	2
1.52004	3
1.27155	4
2.06559	5
1.99376	6
1.34578	7
1.1971	8
1.06639	9
1.58471	10
1.71058	11
1.63555	12
1.35688	13
1.40983	14
1.37355	15
1.73901	16
1.30849	17
2.06721	18
1.37937	19
1.50927	20
1.84497	21
1.7102	22
1.13505	23
1.801	24
1.49137	25
2.23704	26
0.657821	27
1.39682	28
1.394	29
1.07507	30
1.75818	31
1.58713	32
1.77445	33
1.40722	34
1.64832	35
1.17027	36
1.40184	37
1.24483	38
2.07435	39
1.9391	40
1.7129	41
1.8004	42
1.38938	43
1.42995	44
1.42585	45
1.46694	46
1.42537	47
1.23592	48
1.39237	49
1.39244	50
1.4992	51
1.17094	52
1.848	53
1.80308	54
1.55522	55
2.24152	56
1.7053	57
1.57976	58
0.621138	59
1.18558	60
1.66851	61
1.37343	62
1.1815	63
1.18852	64
1.57935	65
2.07078	66
1.3537	67
1.53673	68
1.97683	69
1.1818	70
1.2105	71
1.39249	72
1.03896	73
1.3719	74
1.9812	75
1.85734	76
1.42016	77
1.60829	78
1.53668	79
1.96258	80
1.0016	81
1.71692	82
2.17196	83
1.79139	84
1.11232	85
1.63939	86
1.67759	87
1.69955	88
1.43033	89
1.99363	90
0.955824	91
1.50163	92
1.69909	93
1.49017	94
1.13187	95
1.70879	96
1.83058	97
1.26926	98
1.68354	99
1.48148	100
2.20717	101
1.47207	102
1.38581	103
1.44114	104
1.41084	105
1.05813	106
1.57944	107
1.67002	108
2.02025	109
1.70729	110
1.02521	111
1.44455	112
1.61302	113
1.56588	114
1.69265	115
1.59018	116
1.20241	117
1.72068	118
1.20211	119
1.91236	120
1.58821	121
1.98629	122
1.85991	123
1.30883	124
1.47325	125
1.658	126
1.93031	127
1.80435	128
1.19588	129
1.56346	130
1.87434	131
1.60336	132
1.41317	133
1.61566	134
1.37541	135
1.78257	136
2.06147	137
1.42009	138
1.73603	139
1.20775	140
1.33109	141
1.14932	142
1.4569	143
1.28108	144
1.35162	145
1.76759	146
1.12392	147
0.948245	148
1.97733	149
1.67257	150
1.72534	151
1.24346	152
1.89604	153
1.13834	154
1.34642	155
1.05665	156
1.781	157
1.90729	158
1.45571	159
1.89854	160
1.63867	161
1.36862	162
1.35734	163
1.32446	164
1.73832	165
1.51043	166
1.81114	167
1.43713	168
1.59247	169
1.52098	170
1.35001	171
1.37256	172
1.42956	173
1.07733	174
1.61833	175
1.51409	176
1.27027	177
1.29821	178
1.96462	179
1.72615	180
1.55886	181
1.14398	182
1.67477	183
1.27722	184
1.65825	185
1.5752	186
1.85028	187
1.40292	188
1.40298	189
1.89744	190
1.48689	191
1.44727	192
1.51555	193
1.86949	194
